Round,Bidder,PEA,Category,BidType,Quantity,Price,Switch To Category,PrevProcessedDemand,CurrentProcessedDemand,PostedPrice,ClockPrice,ExcessDemand,FinalPrice,FinalClockPrice,FinalExcessDemand,Budget,TotalExposure
86,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,687712000,388030466
86,1,PEA119,C1,Simple,1,1625000,,1,1,1477000,1625000,0,1477000,1625000,1,1421943268,687712000,2098880
86,1,PEA274,C1-R,Simple,1,380000,,0,0,380000,380000,0,380000,419000,5,1421943268,687712000,555188
86,1,PEA034,C1,Simple,1,10852000,,2,2,9865000,10852000,0,9865000,10852000,0,1421943268,687712000,10875919
86,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,785429000,952690
86,2,PEA413,C1,Simple,1,1700000,,2,1,1545000,1700000,0,1545000,1700000,3,800121079,785429000,2018037
86,2,PEA274,C1-R,Simple,1,380000,,1,1,380000,380000,0,380000,419000,5,800121079,785429000,533599
86,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,326379000,25334481
86,3,PEA119,C1,Simple,1,1625000,,0,1,1477000,1625000,0,1477000,1625000,1,413758664,326379000,2263057
86,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,326379000,915167
86,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,326379000,944513
86,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,326379000,574472
86,3,PEA413,C1,Simple,1,1700000,,2,1,1545000,1700000,0,1545000,1700000,3,413758664,326379000,2008629
86,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,626564000,394934738
86,4,PEA413,C1,Simple,1,1700000,,1,1,1545000,1700000,0,1545000,1700000,3,1683492671,626564000,2032663
86,4,PEA274,C1-R,Simple,1,380000,,0,0,380000,380000,0,380000,419000,5,1683492671,626564000,531757
86,5,PEA190,C1-R,Simple,1,722000,,1,1,656000,722000,0,656000,722000,0,1025889072,776643000,992077
86,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,776643000,325893
86,7,PEA274,C1-R,Simple,1,380000,,0,0,380000,380000,0,380000,419000,5,104519669,95505000,533297
86,8,PEA413,C1,Simple,1,1700000,,0,1,1545000,1700000,0,1545000,1700000,3,27708131,26627000,2122748
86,10,PEA413,C1,Simple,1,1700000,,0,1,1545000,1700000,0,1545000,1700000,3,29081694,20666000,2109607
86,11,PEA274,C1-R,Simple,1,380000,,0,1,380000,380000,0,380000,419000,5,87054073,37248000,524185
86,18,PEA274,C1-R,Simple,1,380000,,0,1,380000,380000,0,380000,419000,5,133203942,10711000,560392
86,22,PEA413,C1,Simple,1,1700000,,0,1,1545000,1700000,0,1545000,1700000,3,85307043,46302000,2050849
87,0,PEA004,C1,Simple,1,123213000,,1,1,112011000,123213000,0,112011000,123213000,0,2062749717,743793000,152577443
87,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,743793000,876798
87,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,743793000,958661
87,0,PEA413,C1,Simple,1,1700000,,0,1,1700000,1700000,0,1700000,1871000,3,2062749717,743793000,2104415
87,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,743793000,11065760
87,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,688092000,388030466
87,1,PEA119,C1,Simple,1,1625000,,1,1,1477000,1625000,0,1477000,1625000,1,1421943268,688092000,2098880
87,1,PEA274,C1,Simple,1,419000,,0,1,380000,419000,0,380000,419000,3,1421943268,688092000,555188
87,1,PEA034,C1,Simple,1,10852000,,2,2,9865000,10852000,0,9865000,10852000,0,1421943268,688092000,10875919
87,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,786904000,952690
87,2,PEA413,C1,Simple,2,1700000,,1,2,1700000,1700000,0,1700000,1871000,3,800121079,786904000,2065396; 2018037
87,2,PEA274,C1,Simple,1,419000,,2,1,380000,419000,0,380000,419000,3,800121079,786904000,533599
87,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,328234000,25334481
87,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,328234000,915167
87,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,328234000,944513
87,3,PEA413,C1,Simple,2,1700000,,1,2,1700000,1700000,0,1700000,1871000,3,413758664,328234000,2044246; 2008629
87,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,328234000,574472
87,3,PEA274,C1,Simple,1,419000,,1,1,380000,419000,0,380000,419000,3,413758664,328234000,527763
87,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,626719000,394934738
87,4,PEA413,C1,Simple,1,1700000,,1,1,1700000,1700000,0,1700000,1871000,3,1683492671,626719000,2032663
87,4,PEA274,C1,Simple,1,419000,,1,1,380000,419000,0,380000,419000,3,1683492671,626719000,531757
87,5,PEA190,C1-R,Simple,1,722000,,1,1,656000,722000,0,656000,722000,0,1025889072,776643000,992077
87,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,776643000,325893
87,7,PEA274,C1,Simple,1,419000,,0,1,380000,419000,0,380000,419000,3,104519669,95885000,533297
87,9,PEA119,C1,Simple,1,1625000,,0,1,1477000,1625000,0,1477000,1625000,1,206966862,187120000,2081056
87,27,PEA274,C1,Simple,1,419000,,0,1,380000,419000,0,380000,419000,3,79723260,1332000,545579
88,0,PEA004,C1,Simple,1,123213000,,1,1,112011000,123213000,0,112011000,123213000,0,2062749717,745270000,152577443
88,0,PEA119,C1,Simple,1,1625000,,0,1,1477000,1625000,0,1477000,1625000,1,2062749717,745270000,2227134
88,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,745270000,876798
88,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,745270000,958661
88,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,745270000,11065760
88,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,687712000,388030466
88,1,PEA119,C1,Simple,1,1625000,,1,1,1477000,1625000,0,1477000,1625000,1,1421943268,687712000,2098880
88,1,PEA034,C1,Simple,1,10852000,,2,2,9865000,10852000,0,9865000,10852000,0,1421943268,687712000,10875919
88,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,789062000,952690
88,2,PEA413,C1-R,Simple,1,1700000,,0,1,1700000,1700000,0,1700000,1871000,5,800121079,789062000,2018037
88,2,PEA274,C1,Simple,2,419000,,1,2,419000,419000,0,419000,461000,3,800121079,789062000,538217; 533599
88,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,326728000,25334481
88,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,326728000,915167
88,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,326728000,944513
88,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,326728000,574472
88,3,PEA413,C1-R,Simple,1,1700000,,1,0,1700000,1700000,0,1700000,1871000,5,413758664,326728000,2008629
88,3,PEA274,C1,Simple,1,419000,,1,1,419000,419000,0,419000,461000,3,413758664,326728000,527763
88,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,628458000,394934738
88,4,PEA413,C1-R,Simple,1,1700000,,0,1,1700000,1700000,0,1700000,1871000,5,1683492671,628458000,2032663
88,4,PEA274,C1,Simple,1,419000,,1,1,419000,419000,0,419000,461000,3,1683492671,628458000,531757
88,5,PEA190,C1-R,Simple,1,722000,,1,1,656000,722000,0,656000,722000,0,1025889072,776643000,992077
88,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,776643000,325893
88,8,PEA413,C1-R,Simple,1,1700000,,0,0,1700000,1700000,0,1700000,1871000,5,27708131,24702000,2122748
88,14,PEA274,C1,Simple,1,419000,,0,1,419000,419000,0,419000,461000,3,97821330,50609000,534096
88,15,PEA413,C1-R,Simple,1,1700000,,0,0,1700000,1700000,0,1700000,1871000,5,73651420,45424000,2078862
88,22,PEA413,C1-R,Simple,1,1700000,,0,1,1700000,1700000,0,1700000,1871000,5,85307043,46457000,2050849
88,24,PEA274,C1,Simple,1,419000,,0,1,419000,419000,0,419000,461000,3,25869719,3641000,528053
89,0,PEA004,C1,Simple,1,123213000,,1,1,112011000,123213000,0,112011000,123213000,0,2062749717,743570000,152577443
89,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,743570000,876798
89,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,743570000,958661
89,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,743570000,11065760
89,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,688131000,388030466
89,1,PEA119,C1,Simple,1,1625000,,1,1,1477000,1625000,0,1477000,1625000,1,1421943268,688131000,2098880
89,1,PEA274,C1-R,Simple,1,419000,,0,1,419000,419000,0,419000,461000,4,1421943268,688131000,555188
89,1,PEA034,C1,Simple,1,10852000,,2,2,9865000,10852000,0,9865000,10852000,0,1421943268,688131000,10875919
89,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,786982000,952690
89,2,PEA413,C1,Simple,1,1871000,,2,1,1700000,1871000,0,1700000,1871000,4,800121079,786982000,2018037
89,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,325447000,25334481
89,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,325447000,915167
89,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,325447000,944513
89,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,325447000,574472
89,3,PEA413,C1,Simple,1,1871000,,2,1,1700000,1871000,0,1700000,1871000,4,413758664,325447000,2008629
89,3,PEA274,C1-R,Simple,1,419000,,0,1,419000,419000,0,419000,461000,4,413758664,325447000,527763
89,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,628458000,394934738
89,4,PEA413,C1,Simple,1,1871000,,1,1,1700000,1871000,0,1700000,1871000,4,1683492671,628458000,2032663
89,5,PEA190,C1-R,Simple,1,722000,,1,1,656000,722000,0,656000,722000,0,1025889072,776643000,992077
89,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,776643000,325893
89,7,PEA413,C1,Simple,1,1871000,,0,1,1700000,1871000,0,1700000,1871000,4,104519669,96079000,2093728
89,8,PEA413,C1,Simple,1,1871000,,0,1,1700000,1871000,0,1700000,1871000,4,27708131,26821000,2122748
89,8,PEA274,C1-R,Simple,1,419000,,0,1,419000,419000,0,419000,461000,4,27708131,26821000,526586
89,13,PEA119,C1,Simple,1,1625000,,0,1,1477000,1625000,0,1477000,1625000,1,19104562,12188000,2080954
89,15,PEA413,C1,Simple,1,1871000,,0,1,1700000,1871000,0,1700000,1871000,4,73651420,45647000,2078862
89,25,PEA413,C1,Simple,1,1871000,,0,1,1700000,1871000,0,1700000,1871000,4,82299798,3853000,2000830
89,27,PEA274,C1-R,Simple,1,419000,,0,0,419000,419000,0,419000,461000,4,79723260,952000,545579
90,0,PEA004,C1,Simple,1,123213000,,1,1,112011000,123213000,0,112011000,123213000,0,2062749717,745441000,152577443
90,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,745441000,876798
90,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,745441000,958661
90,0,PEA413,C1,Simple,1,1871000,,0,1,1871000,1871000,0,1871000,2059000,4,2062749717,745441000,2104415
90,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,745441000,11065760
90,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,688131000,388030466
90,1,PEA119,C1,Simple,1,1625000,,1,1,1477000,1625000,0,1477000,1625000,1,1421943268,688131000,2098880
90,1,PEA034,C1,Simple,1,10852000,,2,2,9865000,10852000,0,9865000,10852000,0,1421943268,688131000,10875919
90,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,788605000,952690
90,2,PEA413,C1,Simple,2,1871000,,1,2,1871000,1871000,0,1871000,2059000,4,800121079,788605000,2065396; 2018037
90,2,PEA274,C1,Simple,1,461000,,2,1,419000,461000,0,419000,461000,3,800121079,788605000,533599
90,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,327489000,25334481
90,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,327489000,915167
90,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,327489000,944513
90,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,327489000,574472
90,3,PEA413,C1,Simple,2,1871000,,1,2,1871000,1871000,0,1871000,2059000,4,413758664,327489000,2044246; 2008629
90,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,628629000,394934738
90,4,PEA413,C1,Simple,1,1871000,,1,1,1871000,1871000,0,1871000,2059000,4,1683492671,628629000,2032663
90,5,PEA190,C1-R,Simple,1,722000,,1,1,656000,722000,0,656000,722000,0,1025889072,776643000,992077
90,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,776643000,325893
90,10,PEA413,C1,Simple,1,1871000,,0,1,1871000,1871000,0,1871000,2059000,4,29081694,19515000,2109607
90,11,PEA274,C1,Simple,1,461000,,0,1,419000,461000,0,419000,461000,3,87054073,37287000,524185
90,15,PEA119,C1,Simple,1,1625000,,0,1,1477000,1625000,0,1477000,1625000,1,73651420,45424000,2078402
90,18,PEA274,C1,Simple,1,461000,,0,1,419000,461000,0,419000,461000,3,133203942,10750000,560392
90,27,PEA274,C1,Simple,1,461000,,0,1,419000,461000,0,419000,461000,3,79723260,1371000,545579
91,0,PEA004,C1,Simple,1,123213000,,1,1,112011000,123213000,0,112011000,123213000,0,2062749717,745589000,152577443
91,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,745589000,876798
91,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,745589000,958661
91,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,745589000,11065760
91,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,688279000,388030466
91,1,PEA119,C1,Simple,1,1625000,,1,1,1625000,1625000,0,1625000,1788000,1,1421943268,688279000,2098880
91,1,PEA034,C1,Simple,1,10852000,,2,2,9865000,10852000,0,9865000,10852000,0,1421943268,688279000,10875919
91,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,785847000,952690
91,2,PEA413,C1-R,Simple,1,1871000,,1,0,1871000,1871000,0,1871000,2059000,5,800121079,785847000,2018037
91,2,PEA274,C1,Simple,2,461000,,1,2,419000,461000,0,419000,461000,3,800121079,785847000,538217; 533599
91,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,329089000,25334481
91,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,329089000,915167
91,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,329089000,944513
91,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,329089000,574472
91,3,PEA413,C1-R,Simple,1,1871000,,0,1,1871000,1871000,0,1871000,2059000,5,413758664,329089000,2008629
91,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,626510000,394934738
91,4,PEA413,C1-R,Simple,1,1871000,,1,0,1871000,1871000,0,1871000,2059000,5,1683492671,626510000,2032663
91,5,PEA190,C1-R,Simple,1,722000,,1,1,656000,722000,0,656000,722000,0,1025889072,776643000,992077
91,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,776643000,325893
91,7,PEA413,C1-R,Simple,1,1871000,,0,1,1871000,1871000,0,1871000,2059000,5,104519669,96250000,2093728
91,7,PEA274,C1,Simple,1,461000,,0,1,419000,461000,0,419000,461000,3,104519669,96250000,533297
91,8,PEA413,C1-R,Simple,1,1871000,,0,0,1871000,1871000,0,1871000,2059000,5,27708131,25121000,2122748
91,10,PEA119,C1,Simple,1,1625000,,0,1,1625000,1625000,0,1625000,1788000,1,29081694,21140000,2221823
91,15,PEA413,C1-R,Simple,1,1871000,,0,1,1871000,1871000,0,1871000,2059000,5,73651420,47443000,2078862
91,24,PEA274,C1,Simple,1,461000,,0,1,419000,461000,0,419000,461000,3,25869719,3641000,528053
91,25,PEA413,C1-R,Simple,1,1871000,,0,0,1871000,1871000,0,1871000,2059000,5,82299798,2153000,2000830
92,0,PEA004,C1,Simple,1,123213000,,1,1,112011000,123213000,0,112011000,123213000,0,2062749717,745589000,152577443
92,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,745589000,876798
92,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,745589000,958661
92,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,745589000,11065760
92,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,688279000,388030466
92,1,PEA119,C1-R,Simple,1,1625000,,1,1,1477000,1625000,0,1477000,1625000,1,1421943268,688279000,2098880
92,1,PEA034,C1,Simple,1,10852000,,2,2,9865000,10852000,0,9865000,10852000,0,1421943268,688279000,10875919
92,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,786947000,952690
92,2,PEA119,C1-R,Simple,1,1625000,,0,1,1477000,1625000,0,1477000,1625000,1,800121079,786947000,2125731
92,2,PEA274,C1,Simple,1,461000,,2,1,461000,461000,0,461000,508000,4,800121079,786947000,533599
92,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,327679000,25334481
92,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,327679000,915167
92,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,327679000,944513
92,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,327679000,574472
92,3,PEA274,C1,Simple,1,461000,,0,1,461000,461000,0,461000,508000,4,413758664,327679000,527763
92,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,627432000,394934738
92,4,PEA274,C1,Simple,2,461000,,0,2,461000,461000,0,461000,508000,4,1683492671,627432000,566335; 531757
92,5,PEA190,C1-R,Simple,1,722000,,1,1,656000,722000,0,656000,722000,0,1025889072,776643000,992077
92,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,776643000,325893
92,8,PEA413,C1,Simple,1,2059000,,0,1,1871000,2059000,0,1871000,2059000,1,27708131,26992000,2122748
92,14,PEA274,C1,Simple,1,461000,,0,1,461000,461000,0,461000,508000,4,97821330,50651000,534096
93,0,PEA004,C1,Simple,1,123213000,,1,1,112011000,123213000,0,112011000,123213000,0,2062749717,745589000,152577443
93,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,745589000,876798
93,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,745589000,958661
93,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,745589000,11065760
93,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,687860000,388030466
93,1,PEA119,C1-R,Simple,1,1625000,,1,1,1477000,1625000,0,1477000,1625000,1,1421943268,687860000,2098880
93,1,PEA034,C1,Simple,1,10852000,,2,2,9865000,10852000,0,9865000,10852000,0,1421943268,687860000,10875919
93,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,787408000,952690
93,2,PEA274,C1-R,Simple,2,461000,,0,1,461000,461000,0,461000,508000,5,800121079,787408000,538217; 533599
93,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,327260000,25334481
93,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,327260000,915167
93,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,327260000,944513
93,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,327260000,574472
93,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,627432000,394934738
93,5,PEA190,C1-R,Simple,1,722000,,1,1,656000,722000,0,656000,722000,0,1025889072,776643000,992077
93,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,776643000,325893
93,7,PEA119,C1-R,Simple,1,1625000,,0,1,1477000,1625000,0,1477000,1625000,1,104519669,96292000,2222752
93,7,PEA274,C1-R,Simple,1,461000,,0,1,461000,461000,0,461000,508000,5,104519669,96292000,533297
93,24,PEA274,C1-R,Simple,1,461000,,0,1,461000,461000,0,461000,508000,5,25869719,3683000,528053
93,27,PEA274,C1-R,Simple,1,461000,,0,0,461000,461000,0,461000,508000,5,79723260,952000,545579
94,0,PEA004,C1,Simple,1,123213000,,1,1,112011000,123213000,0,112011000,123213000,0,2062749717,745589000,152577443
94,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,745589000,876798
94,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,745589000,958661
94,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,745589000,11065760
94,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,688469000,388030466
94,1,PEA119,C1-R,Simple,1,1625000,,1,1,1625000,1625000,0,1625000,1788000,1,1421943268,688469000,2098880
94,1,PEA274,C1,Simple,1,508000,,0,1,461000,508000,0,461000,508000,3,1421943268,688469000,555188
94,1,PEA034,C1,Simple,1,10852000,,2,2,9865000,10852000,0,9865000,10852000,0,1421943268,688469000,10875919
94,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,787556000,952690
94,2,PEA274,C1,Simple,1,508000,,1,1,461000,508000,0,461000,508000,3,800121079,787556000,538217
94,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,327260000,25334481
94,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,327260000,915167
94,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,327260000,944513
94,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,327260000,574472
94,3,PEA274,C1,Simple,1,508000,,1,1,461000,508000,0,461000,508000,3,413758664,327260000,527763
94,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,626971000,394934738
94,5,PEA190,C1-R,Simple,1,722000,,1,1,656000,722000,0,656000,722000,0,1025889072,776643000,992077
94,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,776643000,325893
94,8,PEA274,C1,Simple,1,508000,,0,1,461000,508000,0,461000,508000,3,27708131,27034000,526586
94,19,PEA119,C1-R,Simple,1,1625000,,0,1,1625000,1625000,0,1625000,1788000,1,95661887,71568000,2144068
94,27,PEA274,C1,Simple,1,508000,,0,1,461000,508000,0,461000,508000,3,79723260,1413000,545579
95,0,PEA004,C1,Simple,1,123213000,,1,1,112011000,123213000,0,112011000,123213000,0,2062749717,745589000,152577443
95,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,745589000,876798
95,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,745589000,958661
95,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,745589000,11065760
95,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,688008000,388030466
95,1,PEA119,C1,Simple,1,1788000,,1,1,1625000,1788000,0,1625000,1788000,1,1421943268,688008000,2098880
95,1,PEA034,C1,Simple,1,10852000,,2,2,9865000,10852000,0,9865000,10852000,0,1421943268,688008000,10875919
95,2,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,800121079,787603000,952690
95,2,PEA274,C1,Simple,1,508000,,1,1,508000,508000,0,508000,559000,2,800121079,787603000,538217
95,3,PEA020,C1,Simple,1,24657000,,1,1,22415000,24657000,0,22415000,24657000,0,413758664,325682000,25334481
95,3,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,413758664,325682000,915167
95,3,PEA195,C1,Simple,1,402000,,1,1,365000,402000,0,365000,402000,0,413758664,325682000,944513
95,3,PEA264,C1,Simple,1,254000,,2,2,230000,254000,0,230000,254000,0,413758664,325682000,574472
95,3,PEA274,C1,Simple,1,508000,,1,1,508000,508000,0,508000,559000,2,413758664,325682000,527763
95,4,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1683492671,627018000,394934738
95,4,PEA274,C1,Simple,1,508000,,1,1,508000,508000,0,508000,559000,2,1683492671,627018000,531757
95,5,PEA190,C1-R,Simple,1,722000,,1,1,656000,722000,0,656000,722000,0,1025889072,776643000,992077
95,5,PEA298,C1,Simple,1,237000,,2,2,215000,237000,0,215000,237000,0,1025889072,776643000,325893
95,7,PEA119,C1,Simple,1,1788000,,0,1,1625000,1788000,0,1625000,1788000,1,104519669,96440000,2222752
95,14,PEA274,C1,Simple,1,508000,,0,1,508000,508000,0,508000,559000,2,97821330,50698000,534096
95,18,PEA274,C1,Simple,1,508000,,0,1,508000,508000,0,508000,559000,2,133203942,10839000,560392
96,0,PEA004,C1,Simple,1,123213000,,1,1,112011000,123213000,0,112011000,123213000,0,2062749717,745589000,152577443
96,0,PEA247,C1,Simple,1,286000,,1,1,260000,286000,0,260000,286000,0,2062749717,745589000,876798
96,0,PEA195,C1,Simple,1,402000,,2,2,365000,402000,0,365000,402000,0,2062749717,745589000,958661
96,0,PEA034,C1,Simple,1,10852000,,1,1,9865000,10852000,0,9865000,10852000,0,2062749717,745589000,11065760
96,1,PEA002,C1,Simple,1,379768000,,1,1,345243000,379768000,0,345243000,379768000,0,1421943268,688008000,388030466
96,1,PEA119,C1,Simple,1,1788000,,1,1,1625000,1788000,0,1625000,1788000,1,1421943268,688008000,2098880
